Is John in the hallway?,no,John went to the garden.
What is the garden south of?,office,The office is north of the garden.
Is Sandra in the garden?,no,Sandra journeyed to the kitchen.
Is Daniel in the hallway?,no,Daniel went to the office.
What is east of the office?,hallway,The hallway is west of the office.
Is Mary in the office?,no,Mary is not in the office.
 Who received the football?,Daniel,Mary gave Daniel the football.
Where is John?,office,John and Sandra travelled to the office.
Is Mary in the office?,no,Mary went to the bedroom.
What is east of the bedroom?,kitchen,The kitchen is west of the bedroom.
What is the hallway west of?,garden,The garden is east of the hallway.
What is north of the bedroom?,kitchen,The bedroom is north of the kitchen.
Is Daniel in the office?,no,Daniel moved to the kitchen.
Who did Daniel give the football to?,Mary,Daniel gave Mary the football.
Is Mary in the bedroom?,no,Mary travelled to the office.
Where is John?,kitchen,John and Daniel travelled to the kitchen.
Is Mary in the bathroom?,no,Mary journeyed to the garden.
What is the bedroom south of?,garden,The garden is north of the bedroom.
What is west of the bedroom?,hallway,The hallway is east of the bedroom.
Where is John?,bathroom,Sandra and John moved to the bathroom.
Is Mary in the bathroom?,no,Mary travelled to the hallway.
Is John in the bathroom?,no,John is not in the bathroom.
Where is John?,garden,Mary and John travelled to the garden.
Is Daniel in the kitchen?,no,Daniel travelled to the office.
What is west of the garden?,bathroom,The bathroom is east of the garden.
Is Mary in the bedroom?,no,Mary travelled to the bathroom.
What did Mary give to John?,milk,Mary gave John the milk.
Is Sandra in the office?,no,Sandra moved to the garden.
Is Daniel in the kitchen?,no,Daniel went to the office.
Is John in the kitchen?,no,John travelled to the bathroom.
Is Sandra in the kitchen?,no,Sandra journeyed to the hallway.
Is John in the bathroom?,no,John moved to the garden.
 Who did Daniel give the milk to?,Mary,Daniel gave Mary the milk.
Is Mary in the bathroom?,no,Mary travelled to the garden.
Is Daniel in the kitchen?,no,Daniel is in the hallway.
What is south of the office?,bedroom,The office is south of the bedroom.
Is Daniel in the bathroom?,no,Daniel moved to the kitchen.
Where is Mary?,kitchen,Mary and John went to the kitchen.
Is Mary in the hallway?,no,Mary went to the office.
Is Mary in the garden?,no,Mary journeyed to the bedroom.
Where is Mary?,bedroom,Mary travelled to the bedroom.
Where is Sandra?,kitchen,Mary and Sandra went to the kitchen.
Where is Mary?,hallway,Daniel and Mary went to the hallway.
What is the office north of?,bedroom,The office is north of the bedroom.
What is south of the office?,kitchen,The kitchen is north of the office.
Where is Daniel?,garden,Daniel and Mary moved to the garden.
What is the office south of?,hallway,The office is south of the hallway.
Is Daniel in the bedroom?,no,Daniel moved to the office.
What is east of the hallway?,bedroom,The bedroom is west of the hallway.
What is the garden north of?,bathroom,The garden is north of the bathroom.
 What did Mary give to Sandra?,football, Mary gave Sandra the football.
What is the hallway north of?,office,The office is south of the hallway.
What is the office north of?,bedroom,The bedroom is south of the office.
What is east of the kitchen?,bathroom,The kitchen is east of the bathroom.
 What did John give to Daniel?,apple, John gave Daniel the apple.
 Who received the apple?,John, Sandra gave John the apple.
Is John in the office?,no,John moved to the hallway.
What is the kitchen east of?,office,The office is west of the kitchen.
What is east of the office?,kitchen,The kitchen is west of the office.
Is Mary in the garden?,no,Mary travelled to the office.
 Who did Sandra give the milk to?,Mary,Sandra gave Mary the milk.
Is John in the office?,no,John journeyed to the kitchen.
 Who did Sandra give the milk to?,Mary, Sandra gave Mary the milk.
 Who did Daniel give the football to?,John,Daniel gave John the football.
Is Sandra in the office?,no,Sandra went to the bathroom.
Is Daniel in the bedroom?,no,Daniel is in the kitchen.
What is the bedroom east of?,office,The office is west of the bedroom.
Is Daniel in the garden?,no,Daniel moved to the kitchen.
Is Sandra in the hallway?,no,Sandra journeyed to the bathroom.
Is Sandra in the hallway?,no,Sandra journeyed to the bedroom.
Where is John?,bathroom,John and Mary went to the bathroom.
What is south of the garden?,bedroom,The garden is south of the bedroom.
Is John in the kitchen?,no,John moved to the bathroom.
What is east of the kitchen?,bathroom,The bathroom is west of the kitchen.
Where is Daniel?,bedroom,John and Daniel travelled to the bedroom.
Is John in the office?,no,John travelled to the kitchen.
What is the hallway east of?,kitchen,The hallway is east of the kitchen.
Where is John?,kitchen,John went to the kitchen.
Is Sandra in the kitchen?,no,Sandra went to the hallway.
 What did John give to Daniel?,football, John gave Daniel the football.
 What did John give to Daniel?,football,John gave Daniel the football.
What is south of the garden?,bathroom,The garden is south of the bathroom.
What is west of the office?,kitchen,The office is west of the kitchen.
Where is Sandra?,garden,Sandra and Daniel moved to the garden.
 Who did Mary give the football to?,Sandra,Mary gave Sandra the football.
What is south of the kitchen?,bathroom,The bathroom is north of the kitchen.
Is John in the bathroom?,no,John went to the kitchen.
Where is Mary?,office,John and Mary moved to the office.
Where is John?,office,Mary and John moved to the office.
Is Sandra in the office?,no,Sandra is in the kitchen.
Is Mary in the kitchen?,no,Mary moved to the bathroom.
Is Sandra in the bathroom?,no,Sandra went to the bedroom.
Is John in the office?,no,John went to the bedroom.
 Who received the apple?,Mary, Daniel gave Mary the apple.
Is John in the bathroom?,no,John travelled to the garden.
Is Sandra in the garden?,no,Sandra went to the kitchen.
What is the bathroom east of?,office,The office is west of the bathroom.
Who did Sandra give the apple to?,John,Sandra gave John the apple.
Where is Sandra?,bathroom,Sandra and John went to the bathroom.
What is north of the office?,bathroom,The office is north of the bathroom.
What is north of the hallway?,bedroom,The hallway is north of the bedroom.
Is Mary in the garden?,no,Mary journeyed to the kitchen.
Is Daniel in the bathroom?,no,Daniel travelled to the kitchen.
Where is Mary?,bathroom,Daniel and Mary went to the bathroom.
 What did Daniel give to John?,apple,Daniel gave John the apple.
Is Daniel in the bedroom?,no,Daniel is not in the bedroom.
What is the office east of?,bathroom,The office is east of the bathroom.
Where is Daniel?,hallway,Daniel moved to the hallway.
Is Daniel in the hallway?,yes,Daniel travelled to the hallway.
What is the garden north of?,hallway,The hallway is south of the garden.
Who did Daniel give the milk to?,John,Daniel gave John the milk.
What is south of the bathroom?,office,The bathroom is south of the office.
Is Daniel in the bathroom?,no,Daniel is no longer in the bathroom.
Where is Daniel?,kitchen,Sandra and Daniel went to the kitchen.
Where is Daniel?,office,Mary and Daniel went to the office.
What is north of the garden?,office,The office is south of the garden.
Is Mary in the kitchen?,no,Mary is in the bedroom.
Is Mary in the kitchen?,no,Mary travelled to the bathroom.
What is the garden west of?,hallway,The garden is west of the hallway.
Is Daniel in the office?,yes,Daniel is in the office.
Is Sandra in the office?,no,Sandra moved to the bedroom.
Is Mary in the hallway?,no,Mary went to the bedroom.
Where is Mary?,office,Daniel and Mary travelled to the office.
Is John in the bathroom?,yes,John is in the bathroom.
What is south of the bathroom?,kitchen,The kitchen is north of the bathroom.
What is the bathroom west of?,kitchen,The kitchen is east of the bathroom.
What is the garden south of?,hallway,The hallway is north of the garden.
Is Sandra in the kitchen?,no,Sandra moved to the bathroom.
Is Sandra in the kitchen?,no,Sandra moved to the garden.
What is north of the office?,bedroom,The office is north of the bedroom.
What is west of the office?,hallway,The office is west of the hallway.
 Who did Sandra give the apple to?,Daniel, Sandra gave Daniel the apple.
 Who did John give the milk to?,Sandra, John gave Sandra the milk.
What is the hallway west of?,garden,The hallway is west of the garden.
What is north of the garden?,hallway,The hallway is south of the garden.
Where is Sandra?,bedroom,Daniel and Sandra journeyed to the bedroom.
What is the kitchen south of?,hallway,The hallway is north of the kitchen.
What is the bedroom east of?,office,The bedroom is east of the office.
Where is John?,garden,John and Mary journeyed to the garden.
Where is Mary?,hallway,Sandra and Mary moved to the hallway.
Is Sandra in the garden?,yes,Sandra journeyed to the garden.
Where is Sandra?,garden,Sandra travelled to the garden.
What did John give to Mary?,football,John gave Mary the football.
Is John in the hallway?,no,John moved to the bedroom.
 Who received the football?,Mary, John gave Mary the football.
What is east of the bathroom?,hallway,The hallway is west of the bathroom.
Where is John?,kitchen,John and Sandra travelled to the kitchen.
Where is Daniel?,bedroom,Daniel and Mary travelled to the bedroom.
Is Mary in the office?,no,Mary travelled to the kitchen.
What is west of the kitchen?,bathroom,The bathroom is east of the kitchen.
Is Daniel in the bathroom?,no,Daniel went to the bedroom.
 Who received the milk?,Daniel, Sandra gave Daniel the milk.
Is John in the office?,no,John went to the bathroom.
What is north of the bathroom?,kitchen,The kitchen is south of the bathroom.
Is Mary in the bedroom?,no,Mary is no longer in the bedroom.
Is John in the bedroom?,no,John went to the office.
What did Daniel give to Mary?,milk,Daniel gave Mary the milk.
What is the bathroom south of?,kitchen,The bathroom is south of the kitchen.
Where is Mary?,garden,Mary and John went to the garden.
Who received the apple?,Mary,Daniel gave Mary the apple.
What is the hallway west of?,bathroom,The bathroom is east of the hallway.
What is the hallway north of?,kitchen,The kitchen is south of the hallway.
Where is Mary?,office,Sandra and Mary moved to the office.
Where is John?,hallway,John and Mary journeyed to the hallway.
What is east of the bedroom?,bathroom,The bedroom is east of the bathroom.
What did Daniel give to Sandra?,apple,Daniel gave Sandra the apple.
Where is John?,kitchen,Sandra and John moved to the kitchen.
What is east of the garden?,office,The garden is east of the office.
 Who received the apple?,Mary,Sandra gave Mary the apple.
Is John in the hallway?,no,John moved to the garden.
What is north of the kitchen?,garden,The kitchen is north of the garden.
 Who received the football?,Sandra,Daniel gave Sandra the football.
Is Sandra in the hallway?,no,Sandra journeyed to the office.
Is Sandra in the garden?,no,Sandra went to the bathroom.
Is Daniel in the bedroom?,yes,Daniel is in the bedroom.
What is the bedroom north of?,hallway,The hallway is south of the bedroom.
 Who did John give the football to?,Daniel,John gave Daniel the football.
Who received the football?,Sandra,Daniel gave Sandra the football.
What is the bathroom west of?,hallway,The bathroom is west of the hallway.
Is John in the garden?,no,John moved to the bathroom.
What is west of the hallway?,bedroom,The hallway is west of the bedroom.
Is Daniel in the bedroom?,no,Daniel travelled to the kitchen.
Is Sandra in the kitchen?,no,Sandra moved to the hallway.
 Who did Mary give the apple to?,Sandra, Mary gave Sandra the apple.
What is the bedroom west of?,hallway,The hallway is east of the bedroom.
Is John in the garden?,no,John journeyed to the bathroom.
What is south of the bedroom?,hallway,The bedroom is south of the hallway.
Where is Sandra?,bedroom,Sandra and Daniel journeyed to the bedroom.
Where is Daniel?,hallway,John and Daniel travelled to the hallway.
What is south of the kitchen?,bedroom,The bedroom is north of the kitchen.
Is Mary in the hallway?,no,Mary is in the office.
Is Sandra in the garden?,no,Sandra went to the bedroom.
Where is John?,hallway,John and Daniel went to the hallway.
Who did Daniel give the apple to?,John,Daniel gave John the apple.
Is John in the bedroom?,no,John went to the bathroom.
What is the bedroom east of?,kitchen,The bedroom is east of the kitchen.
What is the bedroom north of?,garden,The garden is south of the bedroom.
What is east of the garden?,hallway,The hallway is west of the garden.
What is south of the bedroom?,hallway,The hallway is north of the bedroom.
What is north of the bathroom?,bedroom,The bedroom is south of the bathroom.
 Who received the football?,Sandra,Mary gave Sandra the football.
Is John in the kitchen?,no,John travelled to the hallway.
What is the garden west of?,bathroom,The bathroom is east of the garden.
Is Mary in the office?,no,Mary went to the hallway.
 What did Mary give to John?,milk,Mary gave John the milk.
What is the office west of?,kitchen,The office is west of the kitchen.
Is Sandra in the office?,no,Sandra is in the hallway.
Is John in the bathroom?,no,John is in the office.
Is John in the hallway?,no,John travelled to the office.
What is west of the garden?,hallway,The hallway is east of the garden.
What is north of the bathroom?,office,The office is south of the bathroom.
Is Daniel in the hallway?,no,Daniel moved to the office.
Is Sandra in the bathroom?,no,Sandra moved to the hallway.
 Who did Sandra give the apple to?,John,Sandra gave John the apple.
 Who did Sandra give the apple to?,John, Sandra gave John the apple.
What is the kitchen east of?,hallway,The kitchen is east of the hallway.
What is south of the kitchen?,office,The office is north of the kitchen.
Where is Mary?,garden,Daniel and Mary travelled to the garden.
Is John in the kitchen?,no,John journeyed to the bedroom.
Who received the apple?,John,Daniel gave John the apple.
Is Daniel in the bathroom?,no,Daniel moved to the garden.
What is the hallway north of?,kitchen,The hallway is north of the kitchen.
What is the bathroom south of?,bedroom,The bathroom is south of the bedroom.
 What did Daniel give to John?,milk, Daniel gave John the milk.
Is John in the garden?,no,John moved to the hallway.
Is Mary in the office?,no,Mary moved to the hallway.
Is Mary in the bathroom?,no,Mary is in the hallway.
Is John in the garden?,no,John moved to the kitchen.
Who received the football?,Mary,John gave Mary the football.
What is west of the garden?,bathroom,The garden is west of the bathroom.
Is Mary in the garden?,no,Mary is in the hallway.
Is Mary in the bedroom?,no,Mary travelled to the garden.
What is the kitchen south of?,office,The kitchen is south of the office.
Is Daniel in the kitchen?,no,Daniel moved to the garden.
What is the bathroom north of?,garden,The bathroom is north of the garden.
What is the hallway north of?,bathroom,The hallway is north of the bathroom.
Is John in the bathroom?,no,John journeyed to the bedroom.
What is the kitchen west of?,bedroom,The kitchen is west of the bedroom.
Is Mary in the bathroom?,no,Mary went to the hallway.
 Who received the football?,John,Daniel gave John the football.
 What did Sandra give to Daniel?,apple,Sandra gave Daniel the apple.
 What did Sandra give to Daniel?,apple, Sandra gave Daniel the apple.
Is Daniel in the bathroom?,no,Daniel journeyed to the garden.
Is Mary in the hallway?,no,Mary journeyed to the kitchen.
What is the office south of?,garden,The garden is north of the office.
Is Sandra in the garden?,no,Sandra journeyed to the office.
 Who received the milk?,Daniel,Mary gave Daniel the milk.
What is east of the bathroom?,garden,The bathroom is east of the garden.
What is the kitchen south of?,office,The office is north of the kitchen.
Where is Daniel?,garden,Daniel and John went to the garden.
What is the garden east of?,office,The office is west of the garden.
What is west of the office?,kitchen,The kitchen is east of the office.
 Who received the football?,Daniel, John gave Daniel the football.
What is the garden east of?,kitchen,The kitchen is west of the garden.
Is Mary in the hallway?,yes,Mary is in the hallway.
Is Sandra in the garden?,no,Sandra moved to the office.
 Who did Daniel give the football to?,Mary,Daniel gave Mary the football.
 Who did Mary give the football to?,John, Mary gave John the football.
What is west of the garden?,office,The garden is west of the office.
What is west of the kitchen?,hallway,The kitchen is west of the hallway.
Is Daniel in the hallway?,no,Daniel moved to the garden.
Is Mary in the kitchen?,no,Mary moved to the hallway.
Is Sandra in the office?,no,Sandra journeyed to the hallway.
What is the bathroom east of?,bedroom,The bedroom is west of the bathroom.
Is John in the hallway?,no,John moved to the office.
Is Mary in the hallway?,no,Mary went to the bathroom.
What is north of the hallway?,office,The office is south of the hallway.
What is north of the hallway?,garden,The garden is south of the hallway.
Is Mary in the bathroom?,no,Mary travelled to the bedroom.
What is the kitchen west of?,garden,The garden is east of the kitchen.
Is Daniel in the office?,no,Daniel journeyed to the kitchen.
What is south of the office?,garden,The office is south of the garden.
Is Daniel in the bathroom?,no,Daniel went to the hallway.
 Who received the milk?,Daniel, Mary gave Daniel the milk.
Is John in the garden?,no,John travelled to the bathroom.
What is south of the hallway?,bedroom,The hallway is south of the bedroom.
What is south of the bathroom?,bedroom,The bathroom is south of the bedroom.
Is Daniel in the bathroom?,no,Daniel travelled to the office.
Is John in the bathroom?,no,John moved to the kitchen.
 Who received the football?,Sandra, Mary gave Sandra the football.
Who did Sandra give the apple to?,Mary,Sandra gave Mary the apple.
What is the bathroom south of?,office,The bathroom is south of the office.
 What did Daniel give to Sandra?,milk, Daniel gave Sandra the milk.
What did Daniel give to Mary?,apple,Daniel gave Mary the apple.
Is Sandra in the kitchen?,no,Sandra went to the bedroom.
Is John in the hallway?,no,John went to the bathroom.
 Who received the apple?,Sandra,Mary gave Sandra the apple.
 What did Sandra give to Daniel?,milk,Sandra gave Daniel the milk.
 Who received the milk?,John, Mary gave John the milk.
Who did Mary give the apple to?,Daniel,Mary gave Daniel the apple.
Is Daniel in the garden?,no,Daniel journeyed to the hallway.
What did Sandra give to Mary?,apple,Sandra gave Mary the apple.
Is Daniel in the bedroom?,no,Daniel moved to the hallway.
 Who received the milk?,Mary,Sandra gave Mary the milk.
What did Daniel give to Sandra?,milk,Daniel gave Sandra the milk.
What is the hallway north of?,bedroom,The hallway is north of the bedroom.
Is Sandra in the office?,yes,Sandra is in the office.
Is John in the kitchen?,no,John is in the bedroom.
What is west of the office?,bathroom,The bathroom is east of the office.
Where is Mary?,hallway,Mary and John moved to the hallway.
Is Sandra in the bathroom?,no,Sandra journeyed to the garden.
 Who did Mary give the milk to?,John,Mary gave John the milk.
What is north of the bedroom?,hallway,The hallway is south of the bedroom.
Is Sandra in the office?,no,Sandra went to the kitchen.
Is Daniel in the office?,no,Daniel travelled to the kitchen.
Is Mary in the hallway?,no,Mary journeyed to the bedroom.
 Who received the milk?,Sandra,Daniel gave Sandra the milk.
Is Mary in the kitchen?,no,Mary travelled to the bedroom.
Is Mary in the kitchen?,no,Mary is in the office.
Is John in the bedroom?,no,John moved to the garden.
Is Sandra in the office?,no,Sandra journeyed to the garden.
 What did Sandra give to Mary?,apple,Sandra gave Mary the apple.
 What did Sandra give to Mary?,apple, Sandra gave Mary the apple.
Is Daniel in the hallway?,no,Daniel is not in the hallway.
Is Daniel in the garden?,no,Daniel travelled to the hallway.
What is the hallway west of?,kitchen,The hallway is west of the kitchen.
Is Sandra in the bathroom?,no,Sandra went to the kitchen.
Who received the football?,John,Mary gave John the football.
Is Sandra in the kitchen?,no,Sandra journeyed to the garden.
